"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L8393","TokenTagToken.java","runtime/Java/src/org/antlr/v4/runtime/tree/pattern/TokenTagToken.java","L8385","2","0","38","0","8","2","1300","0"
"L8833","XPath.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPath.java","L8832","23","0","144","0","24","2","1843","0"
"L8834","XPathElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathElement.java","L8832","2","0","16","0","10","2","1843","0"
"L8835","XPathLexerErrorListener.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathLexerErrorListener.java","L8832","1","0","12","0","3","1","1843","0"
"L8836","XPathRuleAnywhereElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathRuleAnywhereElement.java","L8832","1","0","15","0","5","2","1843","0"
"L8837","XPathRuleElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathRuleElement.java","L8832","7","0","30","0","9","1","1843","0"
"L8838","XPathTokenAnywhereElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathTokenAnywhereElement.java","L8832","1","0","15","0","3","1","1843","0"
"L8839","XPathTokenElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathTokenElement.java","L8832","7","0","30","0","9","1","1843","0"
"L8840","XPathWildcardAnywhereElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathWildcardAnywhereElement.java","L8832","2","0","15","0","4","1","1843","0"
"L8841","XPathWildcardElement.java","runtime/Java/src/org/antlr/v4/runtime/tree/xpath/XPathWildcardElement.java","L8832","3","0","21","0","9","2","1843","0"
"L4806","NotNull.java","runtime/JavaAnnotations/src/org/antlr/v4/runtime/misc/NotNull.java","L4805","1","0","11","0","3","2","1843","0"
"L4807","Nullable.java","runtime/JavaAnnotations/src/org/antlr/v4/runtime/misc/Nullable.java","L4805","1","0","11","0","3","2","1843","0"
"L4808","NullUsageProcessor.java","runtime/JavaAnnotations/src/org/antlr/v4/runtime/misc/NullUsageProcessor.java","L4805","50","0","217","0","12","2","1300","0"
